Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
NBHC,Banks - Regional,Financial Services,12.6,12.98,2.58,47.2,12.86,15.44,NYQ,41.821,1585760256,38.13,#N/A,0.4,#N/A,#N/A,#N/A,37.61695,YES
NBIX,Drug Manufacturers - Specialty & Generic,Healthcare,35.12,17.1,0,163.09,39.88,39.88,NMS,116.595,11773296640,26.47,#N/A,1.08,#N/A,#N/A,#N/A,135.429,NO
NBR,Oil & Gas Drilling,Energy,0,44.18,0,90.25,20.64,20.64,NYQ,74.81,712900032,62.51,#N/A,0.28,#N/A,#N/A,#N/A,77.6266,NO
NBTB,Banks - Regional,Financial Services,17.08,13.18,2.98,48.88,11.33,14.31,NMS,43.905,2071055872,42.36,#N/A,0.39,#N/A,#N/A,#N/A,39.5465,YES
NCLH,Travel Services,Consumer Cyclical,24.66,12.27,0,24.05,0.54,0.54,NYQ,23.92,10517408768,39.99,XLY,0.01,S&P 500,#N/A,#N/A,18.2896,YES
NCMI,Advertising Agencies,Communication Services,0,25.72,0,7.5,7.99,7.99,NMS,6.945,661531904,41.37,#N/A,0.15,#N/A,#N/A,#N/A,5.2015,YES
NDAQ,Financial Data & Stock Exchanges,Financial Services,43.07,23.84,1.28,80.65,8.73,10.01,NMS,74.175,42619842560,19.93,XLF,0.4,S&P 500,#N/A,#N/A,63.0969,YES
NDSN,Specialty Industrial Machinery,Industrials,30.92,24.36,1.21,282.99,11.58,12.79,NMS,253.61,14501799936,31.11,#N/A,0.47,S&P 500,#N/A,#N/A,252.44875,YES
NECB,Banks - Regional,Financial Services,7.66,9.2,2.11,27,-1.82,0.29,NCM,27.5,351843136,45.82,#N/A,0.01,#N/A,#N/A,#N/A,18.73135,YES
NEE,Utilities - Regulated Electric,Utilities,27.35,22.82,2.44,86.7,3.22,5.66,NYQ,83.999,1.72588E+11,23.55,XLU,0.18,S&P 500,#N/A,#N/A,70.382,YES
NEM,Gold,Basic Materials,0,14.72,1.74,60.79,5.61,7.35,NYQ,57.56,66046074880,29.54,XLB,0.2,S&P 500,#N/A,#N/A,42.69625,YES
NEO,Diagnostics & Research,Healthcare,0,65.73,0,20.75,57.91,57.91,NCM,13.14,1682073728,64.34,#N/A,1.16,#N/A,#N/A,#N/A,14.98285,NO
NEOG,Diagnostics & Research,Healthcare,0,23.73,0,18.75,33.59,33.59,NMS,14.035,3037022464,53.48,#N/A,0.74,#N/A,#N/A,#N/A,15.58325,NO
NEON,Electronic Components,Technology,0,0,0,37,331.74,331.74,NCM,8.57,131620768,143.22,#N/A,2.16,#N/A,#N/A,#N/A,3.35595,YES
NEU,Specialty Chemicals,Basic Materials,12.12,0,1.9,0,-100,-98.1,NYQ,519.18,4981069824,16.99,#N/A,-1.94,#N/A,#N/A,#N/A,564.7019,NO
NEWT,Banks - Regional,Financial Services,8.1,6.43,5.54,13.86,3.13,8.67,NGM,13.4397,349215808,37.67,#N/A,0.18,#N/A,#N/A,#N/A,12.2978,YES
NFBK,Banks - Regional,Financial Services,17.55,12.37,4.18,12.25,4.17,8.35,NMS,11.76,507437856,42.18,#N/A,0.2,#N/A,#N/A,#N/A,10.46245,YES
NFG,Oil & Gas Integrated,Energy,18.19,10.02,3.27,73,16.33,19.6,NYQ,62.75,5732645376,15.85,#N/A,0.83,#N/A,#N/A,#N/A,54.8062,YES
NFLX,Entertainment,Communication Services,43.48,32.74,0,748.9,-2.7,-2.7,NMS,769.6691,3.3025E+11,24.06,XLC,-0.1,S&P 500,#N/A,Nasdaq 100,628.11456,YES
NG,Gold,Basic Materials,0,-48.19,0,7.5,94.8,94.8,ASE,3.8501,1291732736,78.17,#N/A,1.49,#N/A,#N/A,#N/A,3.4783,YES
NGD,Gold,Basic Materials,0,10.61,0,3.11,4.5,4.5,ASE,2.976,2357211392,58.74,#N/A,0.07,#N/A,#N/A,#N/A,1.9916,YES
NGS,Oil & Gas Equipment & Services,Energy,18.57,14.8,0,33,67.61,67.61,NYQ,19.6885,245454560,51.41,#N/A,1.66,#N/A,#N/A,#N/A,19.4794,YES
NGVC,Grocery Stores,Consumer Defensive,20.15,0,1.46,0,-100,-98.54,NYQ,27.0033,615502400,39.95,#N/A,-2.47,#N/A,#N/A,#N/A,20.7211,YES
NHC,Medical Care Facilities,Healthcare,20.1,0,2,0,-100,-98,ASE,120.27,1838744192,49.82,#N/A,-1.97,#N/A,#N/A,#N/A,107.41565,YES
NHI,REIT - Healthcare Facilities,Real Estate,25.37,23.8,4.7,85.86,15.28,19.98,NYQ,74.48,3236536064,75.47,#N/A,0.36,#N/A,#N/A,#N/A,67.08585,YES
NHTC,Internet Retail,Consumer Cyclical,74,0,13.42,0,-100,-86.58,NCM,5.92,68179456,85,#N/A,-1.02,#N/A,#N/A,#N/A,6.59595,NO
NI,Utilities - Regulated Gas,Utilities,21.43,18.9,3.02,35.41,1.27,4.29,NYQ,34.965,15682152448,19.71,XLU,0.23,S&P 500,#N/A,#N/A,29.25775,YES
NICE,Software - Application,Technology,29.77,14.65,0,264.93,48.13,48.13,NMS,178.855,11230307328,45.83,#N/A,1.02,#N/A,#N/A,#N/A,199.0025,NO
NJR,Utilities - Regulated Gas,Utilities,19.62,16.27,3.83,49,4.96,8.79,NYQ,46.685,4630135296,19.53,#N/A,0.44,#N/A,#N/A,#N/A,43.8389,YES
NKE,Footwear & Accessories,Consumer Cyclical,23.39,25.2,1.78,91.91,12.57,14.35,NYQ,81.645,1.21543E+11,28.59,XLY,0.54,S&P 500,DJIA,#N/A,90.1379,NO
NKTR,Biotechnology,Healthcare,0,-2.06,0,2.65,88.61,88.61,NCM,1.405,258631008,97.97,#N/A,0.94,#N/A,#N/A,#N/A,1.14945,YES
NL,Security & Protection Services,Industrials,17.56,9.19,3.96,6,-24.05,-20.09,NYQ,7.9,385896832,46.25,#N/A,-0.4,#N/A,#N/A,#N/A,6.6079,YES
NLY,REIT - Mortgage,Real Estate,0,7.18,12.82,21.7,9.09,21.91,NYQ,19.8913,10691580928,17.28,#N/A,1.19,#N/A,#N/A,#N/A,19.60035,YES
NMFC,Asset Management,Financial Services,10.65,8.6,11.65,12.83,10.56,22.21,NMS,11.605,1251610752,34.06,#N/A,0.65,#N/A,#N/A,#N/A,12.43015,NO
NMM,Marine Shipping,Industrials,4.57,3.15,0.34,82.5,40.09,40.43,NYQ,58.89,1764533888,39.89,#N/A,0.97,#N/A,#N/A,#N/A,45.28285,YES
NNBR,Conglomerates,Industrials,0,-413,0,6.67,61.5,61.5,NMS,4.13,205697696,83.75,#N/A,0.8,#N/A,#N/A,#N/A,3.89115,YES
NNI,Credit Services,Financial Services,26.5,17.64,0.98,110,-2.1,-1.12,NYQ,112.36,4073050112,22.69,#N/A,-0.05,#N/A,#N/A,#N/A,100.2832,YES
NNN,REIT - Retail,Real Estate,21.8,23.61,4.74,48.21,-0.4,4.34,NYQ,48.405,8890061824,17.7,#N/A,0.27,#N/A,#N/A,#N/A,43.5408,YES
NOA,Oil & Gas Equipment & Services,Energy,13.16,5.52,1.75,26.47,51.19,52.94,NYQ,17.508,468270688,36.85,#N/A,1.44,#N/A,#N/A,#N/A,20.78035,NO
NOAH,Asset Management,Financial Services,9.2,10.58,8.31,11.85,-6.84,1.47,NYQ,12.72,846608896,78.54,#N/A,0.02,#N/A,#N/A,#N/A,10.8638,YES
NOC,Aerospace & Defense,Industrials,34.41,19.16,1.55,540.67,2.04,3.59,NYQ,529.86,77507280896,18.89,XLI,0.14,S&P 500,#N/A,#N/A,473.58325,YES
NOG,Oil & Gas E&P,Energy,6.6,6.81,4.51,46.42,23.85,28.36,NYQ,37.48,3751942400,30.02,#N/A,0.7,#N/A,#N/A,#N/A,37.98115,NO
NOTV,Diagnostics & Research,Healthcare,0,-0.65,0,5.33,213.51,213.51,NCM,1.7001,44466840,169.42,#N/A,1.38,#N/A,#N/A,#N/A,3.6105,NO
NOVT,Scientific & Technical Instruments,Technology,101.94,42.62,0,181,3.74,3.74,NMS,174.47,6258803200,32.5,#N/A,0.11,#N/A,#N/A,#N/A,167.41975,YES
NOW,Software - Application,Technology,165.56,55.39,0,926.1,1.16,1.16,NYQ,915.52,1.88429E+11,25.35,XLK,0.03,S&P 500,#N/A,#N/A,782.5709,YES
NPO,Specialty Industrial Machinery,Industrials,75.34,18.47,0.77,178,16.98,17.75,NYQ,152.16,3191480064,33.47,#N/A,0.47,#N/A,#N/A,#N/A,154.4291,NO
NR,Oil & Gas Equipment & Services,Energy,27.17,19.09,0,11.25,59.24,59.24,NYQ,7.065,610878784,41.93,#N/A,1.57,#N/A,#N/A,#N/A,7.3095,NO
NRC,Health Information Services,Healthcare,15.89,0,2.41,0,-100,-97.59,NMS,18.86,450690112,36.03,#N/A,-2.71,#N/A,#N/A,#N/A,29.9738,NO
NRG,Utilities - Independent Power Producers,Utilities,9.44,13.69,1.89,90.12,4.69,6.58,NYQ,86.08,17785829376,35.95,XLU,0.15,S&P 500,#N/A,#N/A,72.8176,YES
NRP,Thermal Coal,Energy,7.19,0,3.12,0,-100,-96.88,NYQ,95.5075,1246286976,32.83,#N/A,-1.4,#N/A,#N/A,#N/A,91.86045,YES
NSC,Railroads,Industrials,31.4,18.25,2.14,269.76,8.79,10.93,NYQ,247.97,56198422528,28.38,XLI,0.41,S&P 500,#N/A,#N/A,240.3228,YES
NSIT,Electronics & Computer Distribution,Technology,27.47,18.25,0,213.33,-3.54,-3.54,NMS,221.17,7207089664,30.6,#N/A,-0.11,#N/A,#N/A,#N/A,196.993,YES
NSP,Staffing & Employment Services,Industrials,20.52,22.09,2.74,108.33,24.16,26.9,NYQ,87.25,3275984896,38.17,#N/A,0.7,#N/A,#N/A,#N/A,98.878,NO
NSPR,Medical Devices,Healthcare,0,-3.51,0,4.5,80.38,80.38,NCM,2.4947,64009684,98.13,#N/A,0.82,#N/A,#N/A,#N/A,2.5888,NO
NSSC,Security & Protection Services,Industrials,30.7,20.44,1.2,54.29,31.87,33.07,NMS,41.17,1514988800,45.49,#N/A,0.63,#N/A,#N/A,#N/A,44.52405,NO
NTAP,Computer Hardware,Technology,24.47,16.48,1.64,132.17,5.68,7.32,NMS,125.07,25610162176,40.18,XLK,0.28,S&P 500,#N/A,#N/A,111.43825,YES
NTCT,Software - Infrastructure,Technology,0,9.73,0,21.77,2.28,2.28,NMS,21.285,1518355968,46.2,#N/A,0.06,#N/A,#N/A,#N/A,20.4091,YES
NTES,Electronic Gaming & Multimedia,Communication Services,13.04,10.49,3.04,115.95,42.8,45.84,NMS,81.195,53335810048,48.7,#N/A,0.97,#N/A,#N/A,#N/A,94.5107,NO
NTGR,Communication Equipment,Technology,0,-22.3,0,22,3.63,3.63,NMS,21.23,608848768,36.03,#N/A,0.08,#N/A,#N/A,#N/A,15.4221,YES
NTRS,Asset Management,Financial Services,13.12,13.38,3.11,93.31,-2.49,0.62,NMS,95.69,19286675456,22.17,#N/A,0.02,S&P 500,#N/A,#N/A,85.0558,YES
NUE,Steel,Basic Materials,11.23,14.52,1.37,166.47,6.83,8.2,NYQ,155.82,37038968832,30.81,XLB,0.23,S&P 500,#N/A,#N/A,167.5413,NO
NUS,Household & Personal Products,Consumer Defensive,0,5.67,3.79,11.17,80.74,84.53,NYQ,6.18,306907392,49.26,#N/A,1.48,#N/A,#N/A,#N/A,11.9949,NO
NVAX,Biotechnology,Healthcare,0,-63.34,0,19.6,93.68,93.68,NMS,10.12,1616661248,89.56,#N/A,0.88,#N/A,#N/A,#N/A,9.54155,YES
NVDA,Semiconductors,Technology,66.58,35.08,0.03,149.03,4.59,4.62,NMS,142.485,3.50447E+12,53,XLK,0.09,S&P 500,#N/A,Nasdaq 100,100.4088,YES
NVMI,Semiconductor Equipment & Materials,Technology,38.63,25.6,0,239.8,29,29,NMS,185.885,5395204608,46.52,#N/A,0.5,#N/A,#N/A,#N/A,191.5712,NO
NVO,Biotechnology,Healthcare,40.17,28.11,1.23,143.08,22.08,23.31,NYQ,117.205,5.18066E+11,39.1,#N/A,0.57,#N/A,#N/A,#N/A,127.92705,NO
NVRI,Waste Management,Industrials,0,26.16,0,16.5,66.16,66.16,NYQ,9.93,795909760,53.87,#N/A,0.96,#N/A,#N/A,#N/A,9.1888,YES
NVS,Drug Manufacturers - General,Healthcare,23.65,13.85,3.22,117.9,1.88,5.1,NYQ,115.73,2.34153E+11,18.49,#N/A,0.23,#N/A,#N/A,#N/A,106.2403,YES
NWBI,Banks - Regional,Financial Services,16.52,12.96,5.89,13.1,-0.68,5.21,NMS,13.19,1678112896,28.91,#N/A,0.18,#N/A,#N/A,#N/A,12.07395,YES
NWE,Utilities - Regulated Electric,Utilities,16.18,15.12,4.6,56.92,2.76,7.36,NMS,55.39,3395434752,17.3,#N/A,0.38,#N/A,#N/A,#N/A,51.275,YES
NWG,Banks - Regional,Financial Services,7.76,8.15,4.66,9.09,-3.04,1.62,NYQ,9.375,39072571392,20.44,#N/A,0.05,#N/A,#N/A,#N/A,7.6938,YES
NWL,Household & Personal Products,Consumer Defensive,0,10.32,3.56,8.86,14.99,18.55,NMS,7.705,3207360000,38.09,#N/A,0.35,#N/A,#N/A,#N/A,7.505,YES
NWN,Utilities - Regulated Gas,Utilities,18.68,14.29,4.82,45.33,12.4,17.22,NYQ,40.33,1561120000,26.65,#N/A,0.77,#N/A,#N/A,#N/A,37.93915,YES
NWPX,Metal Fabrication,Industrials,17.87,13.46,0,48.67,8.93,8.93,NMS,44.68,443167968,88.22,#N/A,0.1,#N/A,#N/A,#N/A,35.60155,YES
NWS,Entertainment,Communication Services,60.54,0,0.72,0,-100,-99.28,NMS,27.85,15199054848,39.69,XLC,-3.18,S&P 500,#N/A,#N/A,27.1502,YES
NWSA,Entertainment,Communication Services,56.76,25.11,0.76,33.67,28.95,29.71,NMS,26.11,15115366400,27.35,XLC,0.88,S&P 500,#N/A,#N/A,26.17355,NO
NX,Building Products & Equipment,Industrials,13.44,12.99,1.05,39.25,29.75,30.8,NYQ,30.25,1429376000,49.53,#N/A,0.62,#N/A,#N/A,#N/A,31.3696,NO
NXPI,Semiconductors,Technology,21.49,15.07,1.74,287.56,25.19,26.93,NMS,229.7,58499428352,31.41,XLK,0.64,S&P 500,#N/A,Nasdaq 100,246.15906,NO
NXST,Broadcasting,Communication Services,13.45,11.12,3.9,199.78,16.7,20.6,NMS,171.19,5510345728,29.74,#N/A,0.61,#N/A,#N/A,#N/A,166.67375,YES
NYCB,Banks - Regional,Financial Services,0,234.3,0.33,12.41,5.75,6.08,NYQ,11.735,4864782336,#N/A,#N/A,0.11,#N/A,#N/A,#N/A,12.5771,NO
NYMT,REIT - Mortgage,Real Estate,0,12.9,14.34,7.7,42.46,56.8,NMS,5.405,489581664,32.81,#N/A,1.7,#N/A,#N/A,#N/A,6.72115,NO
NYT,Publishing,Communication Services,34,26.74,0.94,56.75,3.03,3.97,NYQ,55.08,9039219712,23.48,#N/A,0.12,#N/A,#N/A,#N/A,49.3064,YES
O,REIT - Retail,Real Estate,59.08,39.9,4.89,65.13,2,6.89,NYQ,63.85,55591854080,17.14,XLRE,0.43,S&P 500,#N/A,#N/A,56.1792,YES
OBE,Oil & Gas E&P,Energy,6.12,2.43,0,9.41,61.68,61.68,ASE,5.82,441971392,55.74,#N/A,1.29,#N/A,#N/A,#N/A,7.106,NO
OC,Building Products & Equipment,Industrials,15.68,11.3,1.27,192.86,3.92,5.19,NYQ,185.59,16140665856,34.32,#N/A,0.14,#N/A,#N/A,#N/A,166.1722,YES
OCFC,Banks - Regional,Financial Services,10.24,10.73,4.19,20,11.73,15.92,NMS,17.9,1044531392,35.11,#N/A,0.43,#N/A,#N/A,#N/A,16.27785,YES
OCSL,Credit Services,Financial Services,18.85,7.47,13.24,18.5,11.55,24.79,NMS,16.585,1364038144,30.78,#N/A,0.81,#N/A,#N/A,#N/A,18.67505,NO
OCUP,Biotechnology,Healthcare,0,9.5,0,16.75,1159.4,1159.4,NCM,1.33,34843872,#N/A,#N/A,10.47,#N/A,#N/A,#N/A,1.86915,NO
ODFL,Trucking,Industrials,33.86,31.45,0.52,196.81,-0.61,-0.09,NMS,198.01,42449022976,32.14,XLI,0,S&P 500,#N/A,Nasdaq 100,197.05722,YES
ODP,Specialty Retail,Consumer Cyclical,27.58,5.36,0,50.23,62.61,62.61,NMS,30.89,1037652864,41.49,#N/A,1.42,#N/A,#N/A,#N/A,42.2021,NO
OFG,Banks - Regional,Financial Services,9.63,10.07,2.45,48.5,22.04,24.49,NYQ,39.74,1849789056,44.94,#N/A,0.31,#N/A,#N/A,#N/A,38.915,YES
OFIX,Medical Devices,Healthcare,0,-162.2,0,21.73,34.3,34.3,NMS,16.18,619195200,54.42,#N/A,0.63,#N/A,#N/A,#N/A,14.61405,YES
OFS,Asset Management,Financial Services,0,8.98,16.57,9,8.96,25.53,NMS,8.26,110668312,31.25,#N/A,0.82,#N/A,#N/A,#N/A,9.56655,NO
OGE,Utilities - Regulated Electric,Utilities,19.98,17.9,4.09,40.3,-1.24,2.85,NYQ,40.805,8196378112,19.72,#N/A,0.14,#N/A,#N/A,#N/A,36.1931,YES
OHI,REIT - Healthcare Facilities,Real Estate,31.26,26.51,6.44,40.07,-3.11,3.33,NYQ,41.355,10970488832,20.43,#N/A,0.18,#N/A,#N/A,#N/A,33.8032,YES
OI,Packaging & Containers,Consumer Cyclical,0,6.76,0,16.33,29.86,29.86,NYQ,12.575,1954479104,44.42,#N/A,0.52,#N/A,#N/A,#N/A,13.668,NO
OII,Oil & Gas Equipment & Services,Energy,20.08,13.29,0,28.6,18.08,18.08,NYQ,24.22,2465988096,44.19,#N/A,0.33,#N/A,#N/A,#N/A,23.506,YES
OIS,Oil & Gas Equipment & Services,Energy,0,12.66,0,7.13,65.62,65.62,NYQ,4.305,274926272,53.75,#N/A,1.12,#N/A,#N/A,#N/A,5.1374,NO
OKE,Oil & Gas Midstream,Energy,21.43,16.86,4.07,96.83,-0.03,4.04,NYQ,96.86,56567566336,23.65,XLE,0.15,S&P 500,#N/A,#N/A,81.21385,YES
OLED,Electronic Components,Technology,43.75,36.03,0.78,227.7,11.69,12.47,NMS,203.87,9667416064,38.28,#N/A,0.27,#N/A,#N/A,#N/A,185.90805,YES
OLN,Chemicals,Basic Materials,19.96,12.72,1.7,50.88,11.29,12.99,NYQ,45.72,5372687360,33.57,#N/A,0.38,#N/A,#N/A,#N/A,50.2215,NO
OLP,REIT - Diversified,Real Estate,18.05,50.57,6.46,26.75,-1.85,4.61,NYQ,27.255,581629888,22.79,#N/A,0.2,#N/A,#N/A,#N/A,23.7697,YES
OMC,Advertising Agencies,Communication Services,14.12,11.99,2.68,114.6,10.77,13.45,NYQ,103.46,20188223488,21.45,XLC,0.55,S&P 500,#N/A,#N/A,93.70925,YES
OMCL,Health Information Services,Healthcare,0,25.58,0,46.33,13.87,13.87,NMS,40.685,1870337920,47.83,#N/A,0.14,#N/A,#N/A,#N/A,33.03065,YES
OMER,Biotechnology,Healthcare,0,-1.76,0,43,946.23,946.23,NGM,4.11,238161760,69.17,#N/A,9.4,#N/A,#N/A,#N/A,3.89615,YES
OMI,Medical Distribution,Healthcare,0,7.2,0,19.75,42.04,42.04,NYQ,13.905,1071635712,60.65,#N/A,0.5,#N/A,#N/A,#N/A,18.8604,NO
ON,Semiconductors,Technology,15.27,14.34,0,85.45,27.22,27.22,NMS,67.165,28770531328,39.74,XLK,0.48,S&P 500,#N/A,Nasdaq 100,72.8689,NO
ONB,Banks - Regional,Financial Services,11.1,9.47,2.87,23,21.88,24.75,NMS,18.871,6015774208,20.56,#N/A,1.1,#N/A,#N/A,#N/A,17.40865,YES
ONIT,Mortgage Finance,Financial Services,0,4.4,0,43.33,43.24,43.24,NYQ,30.25,237313072,77.25,#N/A,0.56,#N/A,#N/A,#N/A,26.74165,YES
ONTO,Semiconductor Equipment & Materials,Technology,62.12,30.83,0,261.25,25.5,25.5,NYQ,208.165,10279937024,46.27,#N/A,0.47,#N/A,#N/A,#N/A,194.45265,YES
ONVO,Biotechnology,Healthcare,0,-0.52,0,6.1,1229.56,1229.56,NCM,0.4588,7049829,#N/A,#N/A,8.6,#N/A,#N/A,#N/A,0.83245,NO
OPCH,Medical Care Facilities,Healthcare,25.38,21.8,0,39.38,29.43,29.43,NMS,30.425,5203405312,35.14,#N/A,0.67,#N/A,#N/A,#N/A,30.83145,NO
OPI,REIT - Office,Real Estate,2.93,-0.64,1.96,4.3,115.54,117.5,NMS,1.995,106422480,97.3,#N/A,1.34,#N/A,#N/A,#N/A,2.53135,NO
OPK,Diagnostics & Research,Healthcare,0,-5,0,3.96,174.05,174.05,NMS,1.445,996461312,54.19,#N/A,2.86,#N/A,#N/A,#N/A,1.2769,YES
OPY,Capital Markets,Financial Services,8.99,0,1.43,0,-100,-98.57,NYQ,48.88,505042848,38.1,#N/A,-3.23,#N/A,#N/A,#N/A,44.69355,YES
ORA,Utilities - Renewable,Utilities,36.87,33.48,0.61,82.67,2.67,3.28,NYQ,80.52,4864358400,25.9,#N/A,0.09,#N/A,#N/A,#N/A,70.56015,YES
ORCL,Software - Infrastructure,Technology,44.7,24.24,0.92,181.93,4.89,5.81,NYQ,173.45,4.81028E+11,34.92,XLK,0.21,S&P 500,#N/A,#N/A,131.453,YES
ORI,Insurance - Property & Casualty,Financial Services,15.03,11.76,2.91,37,3.02,5.93,NYQ,35.915,9301906432,17.44,#N/A,0.29,#N/A,#N/A,#N/A,31.5345,YES
ORLY,Specialty Retail,Consumer Cyclical,30.63,26.65,0,1242.54,2.14,2.14,NMS,1216.535,70565969920,23.27,XLY,0.08,S&P 500,#N/A,Nasdaq 100,1072.1975,YES
ORMP,Biotechnology,Healthcare,4.58,-29.19,0,3.25,39.19,39.19,NCM,2.335,95195616,143.39,#N/A,0.38,#N/A,#N/A,#N/A,2.5243,NO
ORN,Engineering & Construction,Industrials,0,16.64,0,10.67,77.98,77.98,NYQ,5.995,232980800,70.08,#N/A,1.15,#N/A,#N/A,#N/A,7.58625,NO
ORRF,Banks - Regional,Financial Services,11.51,9.03,2.47,39.33,8.35,10.82,NCM,36.3,702388800,97.67,#N/A,0.11,#N/A,#N/A,#N/A,29.2834,YES
OSBC,Banks - Regional,Financial Services,8.86,8.96,1.4,19.75,20.43,21.83,NMS,16.4,735558016,45.63,#N/A,0.48,#N/A,#N/A,#N/A,14.77745,YES
OSIS,Electronic Components,Technology,19.62,14.59,0,176.33,22.14,22.14,NMS,144.37,2395812864,23.21,#N/A,0.65,#N/A,#N/A,#N/A,138.47964,YES
OSK,Farm & Heavy Construction Machinery,Industrials,10.1,9.35,1.7,122.25,16.99,18.69,NYQ,104.5,6801465856,30.29,#N/A,0.54,#N/A,#N/A,#N/A,109.849,NO
OSPN,Software - Infrastructure,Technology,35.4,12.48,0,15,-1.45,-1.45,NCM,15.22,576398144,45.45,#N/A,-0.03,#N/A,#N/A,#N/A,12.6213,YES
OSUR,Medical Instruments & Supplies,Healthcare,11.4,-20.5,0,6.33,54.39,54.39,NMS,4.1,306848544,52.81,#N/A,0.94,#N/A,#N/A,#N/A,5.3967,NO
OTEX,Software - Application,Technology,19.58,7.95,3.09,40.46,20.81,23.9,NMS,33.49,8983425024,29.79,#N/A,0.76,#N/A,#N/A,#N/A,34.3941,NO
OTIS,Specialty Industrial Machinery,Industrials,28.76,24.28,1.48,100.45,-2.44,-0.96,NYQ,102.96,41241141248,19.9,XLI,-0.04,S&P 500,#N/A,#N/A,95.5365,YES
OTTR,Utilities - Diversified,Utilities,10.51,15.77,2.38,75,-3.47,-1.09,NMS,77.7,3253800192,26,#N/A,-0.03,#N/A,#N/A,#N/A,86.34985,NO
OVV,Oil & Gas E&P,Energy,5.64,6.14,2.94,72.98,81.68,84.62,NYQ,40.17,10593087488,36.22,#N/A,2.02,#N/A,#N/A,#N/A,46.079,NO
OXM,Apparel Manufacturing,Consumer Cyclical,42.2,10.56,3.31,82,2.81,6.12,NYQ,79.755,1249973632,48.34,#N/A,0.15,#N/A,#N/A,#N/A,97.79815,NO
OXSQ,Asset Management,Financial Services,145.5,9.09,14.43,0,-100,-85.57,NMS,2.91,185535488,82.5,#N/A,-1.04,#N/A,#N/A,#N/A,3.03255,NO
OXY,Oil & Gas E&P,Energy,13.45,15.74,1.7,63.92,23.14,24.84,NYQ,51.9099,48544894976,31.68,XLE,0.81,S&P 500,#N/A,#N/A,59.8291,NO
PAA,Oil & Gas Midstream,Energy,15.44,12,7.35,20.33,18.51,25.86,NMS,17.155,12023539712,19.8,#N/A,1.83,#N/A,#N/A,#N/A,17.22475,NO
PAAS,Gold,Basic Materials,0,14.82,1.64,33.04,32.85,34.49,NYQ,24.87,9043702784,42.39,#N/A,0.67,#N/A,#N/A,#N/A,18.54095,YES
PACB,Medical Devices,Healthcare,0,-2.68,0,2.92,59.56,59.56,NMS,1.83,498728064,114.84,#N/A,0.51,#N/A,#N/A,#N/A,2.97975,NO
PAG,Auto & Truck Dealerships,Consumer Cyclical,11.21,10.77,2.6,176.1,15.35,17.95,NYQ,152.67,10193912832,26.63,#N/A,0.56,#N/A,#N/A,#N/A,154.86285,NO
PANW,Software - Infrastructure,Technology,51.92,52.49,0,384.49,1.99,1.99,NMS,377,1.22906E+11,45.18,XLK,0.05,S&P 500,#N/A,Nasdaq 100,320.3522,YES
PAR,Software - Application,Technology,0,205.77,0,64.63,4.67,4.67,NYQ,61.745,2241619200,48.27,#N/A,0.1,#N/A,#N/A,#N/A,47.5099,YES
PARA,Entertainment,Communication Services,0,6.9,1.91,12,16.34,18.25,NMS,10.315,7362808320,25.93,XLC,0.42,S&P 500,#N/A,#N/A,11.5948,NO
PARR,Oil & Gas Refining & Marketing,Energy,2.28,8.91,0,23.17,30.13,30.13,NYQ,17.805,1003253312,50.19,#N/A,0.58,#N/A,#N/A,#N/A,28.5521,NO
PATK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,20.14,15.46,1.52,141.2,0.53,2.05,NMS,140.46,3146528768,58.33,#N/A,0.04,#N/A,#N/A,#N/A,116.75695,YES
PAYC,Software - Application,Technology,20.12,18.87,0.89,184.04,10.6,11.49,NYQ,166.4,9556751360,31.05,#N/A,0.21,S&P 500,#N/A,#N/A,172.93465,NO
PAYS,Software - Infrastructure,Technology,25.1,46.81,0,6.81,81.84,81.84,NCM,3.745,199003296,55.74,#N/A,1.34,#N/A,#N/A,#N/A,3.9943,NO
PAYX,Software - Application,Technology,30.14,26.66,2.77,133.54,-5.24,-2.47,NMS,140.92,50720419840,23.63,XLI,-0.13,S&P 500,#N/A,Nasdaq 100,124.7857,YES
PB,Banks - Regional,Financial Services,15.65,12.35,3.18,80.66,12.99,16.17,NYQ,71.39,6800696832,30.88,#N/A,0.39,#N/A,#N/A,#N/A,65.56875,YES
PBA,Oil & Gas Midstream,Energy,18.13,17.83,4.76,42.35,-1.55,3.21,NYQ,43.015,24957515776,17.09,#N/A,0.17,#N/A,#N/A,#N/A,37.04835,YES
PBF,Oil & Gas Refining & Marketing,Energy,5.32,40.69,2.97,33,0.09,3.06,NYQ,32.97,3854820608,47.81,#N/A,0.06,#N/A,#N/A,#N/A,44.54055,NO
PBH,Drug Manufacturers - Specialty & Generic,Healthcare,17.44,15.05,0,81.33,14.04,14.04,NYQ,71.32,3536416000,54.42,#N/A,0.26,#N/A,#N/A,#N/A,68.6722,YES
PBI,Integrated Freight & Logistics,Industrials,0,7.22,2.8,13,85.32,88.12,NYQ,7.015,1255672448,50.18,#N/A,1.31,#N/A,#N/A,#N/A,5.36365,YES
