Ticker,3/31/14,6/30/14,9/30/14,12/31/14,3/31/15,6/30/15,9/30/15,12/31/15,3/31/16,6/30/16,9/30/16,12/31/16,3/31/17,6/30/17,9/30/17,12/31/17,3/31/18,6/30/18,9/30/18,12/31/18,3/31/19,6/30/19,9/30/19,12/31/19,3/31/20,6/30/20,9/30/20,12/31/20,3/31/21,6/30/21,9/30/21,12/31/21,3/31/22,6/30/22,9/30/22,12/31/22,3/31/23,6/30/23,9/30/23,12/31/23,3/31/24,6/30/24,9/30/24,12/31/24,3/31/25,6/30/25
JBT,5.35,0.29,-9.23,16.81,8.7,5.24,1.76,30.27,13.2,8.53,15.24,21.83,2.33,11.43,3.16,9.59,2.35,-21.6,34.2,-39.81,27.96,31.82,-17.91,13.31,-34.08,15.82,6.82,23.92,17.1,6.96,-1.45,9.26,-22.85,-6.79,-22.12,6.2,19.66,10.99,-13.32,-5.41,5.47,-21.71,39.89,36.83,58.17,60.1
JCI,-7.76,5.52,-11.88,9.86,4.34,-1.8,-16.5,-4.52,-1.32,13.57,5.13,-11.48,2.26,2.94,-7.08,-5.41,-7.53,-5.08,4.63,-15.29,24.59,11.83,6.25,-7.25,-33.78,26.63,19.65,14.05,28.07,15.02,-0.8,19.43,-19.36,-26.98,2.8,30.03,-5.91,13.15,-21.91,8.33,13.32,-2.45,-4.01,13.72,19.37,23.9
JCTCF,-3.28,-0.06,0.57,6.06,-1.18,16.62,-21.49,9.68,-2.59,18.82,2.99,-4.99,2.12,-4.56,21.3,9.32,-3.61,9.52,7.76,-15.62,-1.23,6.36,4.49,-0.92,-12.07,-14.29,25.83,17.88,18.65,-5.97,6.74,-13.67,-12.79,-15.79,-5.36,-20.13,8.27,-15.44,-2.82,7.52,8.52,15.24,22.76,26.46,63.74,20.35
JEF,-1.2,-6.36,-9.08,-5.96,-0.58,8.93,-16.56,-14.17,-7.02,7.17,9.87,22.11,11.83,0.62,-3.48,4.91,-14.19,0.04,-3.43,-0.5,-7.23,-12.83,5.49,12.12,-5.69,-25.67,19.73,29.59,27.76,10.64,15.03,1.68,-5.43,-7.09,-2.82,18.39,-0.53,-20.43,18.69,-0.7,18,54.71,47.22,34.4,26.49,11.58
JHX,18.98,-4.23,-20.01,4.04,6.32,14.61,-9.26,5.32,7.58,12.55,2.54,1.08,-0.63,-0.19,-10.84,25.25,1.53,-5.43,-9.76,-23.07,9.63,2.64,27.25,16.84,-39,60.6,23.75,24.57,3.1,11.81,4.36,14.04,-25.9,-27.23,-9.85,-9.3,20.68,24.2,-2.42,47.37,4.63,17.29,21.13,-12.51,-8.58,3.33
JJSF,6.74,-0.71,0.29,17.09,-3.53,5.59,4.84,0.31,-10.77,6.9,5.92,10.93,2.88,-2.16,-1.55,15.64,-10.06,11.65,-1.04,-5.28,11.13,1.33,18.92,-2.49,-38.62,3.15,9.07,21.5,0.66,11.08,-12.25,1.5,-0.56,-9.94,-2.19,12.3,-4.85,6.96,4.82,2.13,-13.51,4.00,7.49,12.72,18.6,21.2
JKHY,-5.83,6.58,-6.34,11.64,12.47,-7.43,7.59,12.14,8.34,3.19,-1.97,3.78,4.87,11.57,-1.04,13.79,3.41,7.78,22.8,-20.96,9.66,-3.47,9,-0.21,6.57,18.55,-11.65,-0.37,-6.34,7.77,0.34,1.79,18,-8.64,1.25,-3.68,-14.15,11.02,-9.68,8.12,6.32,-0.78,19.61,17.73,16.72,20.31
JLL,15.73,6.66,-0.04,18.67,13.65,0.35,-15.92,11.19,-26.61,-16.94,16.77,-11.2,10.3,12.16,-1.2,20.59,17.26,-4.95,-13.06,-12.28,21.79,-8.75,-1.16,25.19,-42,2.46,-7.54,55.1,20.67,9.17,26.93,8.57,-11.09,-26.98,-13.61,5.49,-8.71,7.09,-9.38,33.78,3.29,31.76,32.82,28.91,26.43,21.82
JNJ,5.51,7.75,2.01,-1.9,-4.49,-0.7,-8.67,12.88,6.3,11.08,-2.61,-2.47,8.11,6.21,-1.72,7.47,-8.28,-5.31,13.87,-7.89,9.84,-0.36,-7.67,13.34,-15.5,11.9,5.7,8.05,3.46,3.78,-5.04,6.61,4.16,0.75,-9,8.14,-12.26,6.79,-5.9,0.64,0.93,-11.70,-0.74,0.42,3.51,9.41
JNPR,14.13,-4.74,-9.74,0.77,1.16,15.01,-1,7.35,-7.57,-11.84,6.98,17.46,-1.52,0.18,-0.18,2.41,-14.63,12.7,9.3,-10.21,-1.64,0.6,-7.06,-0.48,-22.29,19.44,-5.95,4.7,12.53,7.97,0.62,29.76,4.06,-23.3,-8.35,22.36,7.7,-8.98,-11.3,6.08,25.71,16.37,15.11,19.49,20.11,17.45
JOB,7.2,-21.53,-11.11,656.25,-24.83,6.41,-58.7,48.61,-27.61,-2.37,24.58,-17.15,14.24,4.24,-42.83,-5.76,-4.93,-12.98,8.7,-71.88,70.7,-34.25,-5.58,-47.65,-6.67,50.27,82.82,-0.4,27.51,-54.88,-19.02,22.84,-3.16,-5.43,20.88,-22.35,-15.31,23.37,15.63,-15.54,-28.2,-40.04,-24.55,-16.96,3.96,9.58
JOE,0.31,32.1,-21.63,-7.73,0.92,-16.33,23.18,-3.24,-7.35,3.32,3.72,3.37,-10.26,9.97,0.53,-4.24,4.43,-4.77,-6.41,-21.61,25.21,4.79,-0.87,15.76,-15.38,15.73,6.23,105.77,1.06,3.99,-5.63,23.63,13.81,-33.22,-19.03,20.67,7.66,16.17,12.39,10.77,-3.67,13.16,1.72,-4.11,-5.53,-1.86
JOUT,-9.87,3.08,-0.08,19.78,12.24,-32.52,-7.78,1.48,0.82,21.21,35.96,9.13,-8.04,32.08,52,-15.27,-0.14,36.34,10.01,-37.23,22.25,4.5,-21.38,29.54,-21.94,45.29,0.05,30.69,29.66,-18.37,-8,-14.57,-15.4,-21.98,-17.03,28.86,-4.7,-2.48,-11,-2.32,-13.68,-43.08,-23.38,-6.76,9.83,22.65
JPM,3.81,-5.09,4.55,3.88,-3.2,11.85,-10.02,8.3,-10.31,4.93,7.16,29.58,1.8,4.05,4.5,11.97,2.83,-5.25,8.29,-13.49,3.7,10.44,5.27,18.45,-35.42,4.48,2.35,31.99,19.8,2.17,5.24,-3.26,-13.91,-17.39,-7.2,28.33,-2.83,11.61,-0.29,17.29,17.75,39.07,21.16,8.99,-6.71,-11.01
JVA,40.67,-12.71,-8.48,-11.71,-3.8,3.54,-15.51,-20.71,10.09,54.72,-9.72,-12.2,8.13,-15.45,0.24,2.64,-2.34,30.38,-20.18,39.77,-16.45,-20.47,-6.44,7.41,-30.05,-1.06,35.59,24.67,-2.95,28.85,-25.25,-0.9,-31.36,-12.91,-12.93,9.17,-36.4,-8.18,-52.12,50.21,55.24,61.30,70.74,71.16,45.43,12.68
JWN,7.95,11.17,5.31,4.94,-0.13,0.28,-14.55,-24.7,4.13,-13.5,19.15,-18.73,12.7,0.6,-15.63,16.79,3.43,2.2,31.46,-31.82,-11.12,-23.58,19.16,0.46,-52.09,-22.48,-11.61,192.98,3.47,-9.76,-13.2,-23.95,17.62,-8.52,-12.72,-10.23,-16.07,48.45,-40.09,31.78,10.93,-7.93,-18.23,-23.43,-24.76,-14.85
K,1.89,4.55,-4.94,6.04,1.37,-4.88,6.76,7.21,7.73,4.8,-5.06,-4.85,-1.49,-4.34,-10.21,8.99,-4.37,7.48,0.21,-18.24,0.23,-6.64,19.66,7.89,-14.01,7.38,-1.22,-1.35,1.78,1.07,-0.23,0.86,1.85,9.4,-2.95,2.27,-6.01,0.66,-11.71,-6.05,2.47,-14.42,-0.05,8.44,12.89,14.57
KAI,-11.65,6.94,4.62,5.11,29.45,-14.11,-15.26,1.7,11.13,16.84,-1.18,17.44,-3.02,26.71,31.05,1.88,-5.88,1.75,12.17,-24.78,8.43,3.24,-3.77,21.02,-32.84,31.52,14.73,31.54,32.6,-5.18,16.69,11.43,-14.4,-5.98,-10.08,6.49,17.39,6.51,1.55,24.28,17.05,32.27,32.02,15.87,4.7,2.66
KALU,1.68,2.03,4.6,-6.28,7.64,8.05,-3.41,4.25,1.05,6.94,-4.34,-10.17,2.84,10.79,16.52,3.6,-5.57,3.18,4.75,-18.13,17.29,-6.8,1.39,12.04,-37.52,6.26,-27.21,84.55,11.73,11.76,-11.77,-13.78,0.23,-16,-22.43,23.81,-1.75,-4.01,5.05,-5.41,25.52,22.70,39.51,32.52,23.2,0.77
KAR,2.71,5.01,-10.17,21.03,9.47,-1.4,-5.08,4.31,3,9.44,3.4,-1.25,2.46,-3.89,13.75,5.8,7.31,1.11,8.92,-20.05,7.52,-51.28,-1.8,-11.24,-44.93,14.67,4.65,29.24,-19.4,17,-6.61,-4.7,15.56,-18.17,-24.37,16.83,4.83,11.26,-1.97,-0.74,16.81,9.00,2.74,-0.48,-5.99,-5.84
KBH,16.37,-19.22,7.71,-1.01,-20.6,5.95,-0.88,-3.82,-13.41,14.26,12.63,0.89,12.06,18.2,2,46.54,-11.51,-5.08,-5.66,-15.05,8.05,10.17,11.78,23.1,-5.75,1.5,8.1,-1.57,14.72,15.92,-8.08,-7.06,-3.45,-10.67,-16.93,9.56,12.36,22.85,17.24,2.56,27.5,62.94,35.2,22.22,3.89,-2.14
KBR,-16.34,-10.61,-21.05,-9.98,-14.57,34.53,-14.48,1.56,-8.51,-14.47,14.27,10.31,-9.95,1.26,17.48,10.91,-18.36,10.69,17.91,-28.16,25.76,30.64,-1.6,24.29,-32.2,9.04,-0.84,38.33,24.12,-0.63,3.28,20.86,14.93,-11.58,-10.68,22.17,4.26,18.18,-9.41,-5.99,14.89,-1.41,3.84,8.05,10.4,15.6
KDP,11.78,7.57,9.78,11.46,9.49,-7.11,8.44,17.9,-4.06,8.06,-5.51,-0.7,8,-6.95,-2.9,9.71,21.97,3.06,-81.01,10.66,9.09,3.32,-5.47,5.97,-16.17,17.02,-2.82,15.94,7.41,2.53,-3.06,7.9,2.82,-6.62,1.22,-0.45,-1.07,-11.37,0.96,5.54,-7.95,6.81,12.21,14.23,16.96,15.7
KELYA,-8.15,-25.57,-6.36,5,1.88,-8.66,-10.75,14.38,19.01,-1.61,1.64,19.25,-4.62,2.7,11.76,8.69,6.49,-22.69,7.04,-15.69,8.88,18.72,-7.87,-7.96,-46.6,25.46,9.61,26.12,15.9,-2.22,-17.12,-13.2,28.44,-9.29,-30.45,24.36,-1.83,6.15,3.29,18.86,15.82,21.58,25.25,-26.52,-20.65,-0.5
KEQU,1.27,7.58,-3.44,1.26,-10.32,5.18,0.24,1.08,-0.71,21.11,10.42,12.7,-9.13,10.81,12.32,1.05,21.35,-9.59,-7.56,10.1,-29.63,-19.35,-11.84,-21.96,-18.53,-6.94,-13.87,60.98,-9.09,10.92,-3.83,14.45,-2.66,30.15,-8.94,-2.37,-1.52,-3.63,16.54,54.19,26.87,255.17,243.73,220.22,153.98,56.47
KEX,2.02,15.69,0.61,-31.49,-7.05,2.15,-19.19,-15.06,14.58,3.48,-0.37,6.98,6.09,-5.24,-1.35,1.29,15.19,8.64,-1.61,-18.1,11.51,5.18,4,8.97,-51.45,23.21,-32.47,43.3,16.3,0.6,-20.91,23.89,21.49,-15.72,-0.12,5.89,8.31,10.4,7.6,-5.22,21.46,55.59,36.78,26.04,15.94,6.28
KEY,6.11,0.63,-6.98,4.28,1.87,6.07,-13.38,1.38,-16.3,0.09,10.14,50.12,-2.68,5.4,0.43,7.17,-3.07,-0.05,1.79,-25.69,6.56,12.7,0.51,13.45,-48.76,17.45,-2.05,37.55,21.76,3.35,4.7,6.98,-3.24,-23.01,-7.02,8.74,-28.13,-26.2,16.45,33.83,9.79,53.79,54.99,47.68,30.57,14.27
KFFB,8.62,1.27,-8.52,1.49,0.8,1.76,1.43,9.88,-6.3,-6.31,2.44,6.98,10.73,-5.1,3.78,-8.67,-1.12,-4.52,-5.33,-13.63,8.54,4.67,-4.46,3.33,-22.58,12.5,-7.17,0.86,6.8,9.04,-2.99,5.39,-2.15,8.24,-9.66,-7.5,-6.16,-0.59,-20.17,-10.69,-13.77,-24.13,-11.18,0.08,8.53,11.93
KFRC,4.2,1.55,-9.61,23.3,-7.54,2.51,14.91,-3.81,-22.55,-13.74,21.31,12.74,2.81,-17.47,3.06,25,7.13,26.8,9.62,-17.77,13.58,-0.09,7.82,4.93,-35.59,14.39,9.98,30.84,27.35,17.41,-5.23,26.12,-1.66,-17.07,-4.39,-6.51,15.34,-0.92,-4.79,13.24,4.38,-0.85,9.95,13.21,19.07,23.42
KFS,4.1,54.43,0.16,-11.62,3.6,3.83,-22.61,-1.08,3.94,13.05,6.89,8.89,-7.2,4.31,0.83,-17.21,-20.79,-31.25,1.82,2.5,8.01,-20.97,-9.8,-15.84,6.45,12.98,31.87,59.32,-1.06,7.53,7.18,2.26,0.36,3.64,21.75,14.27,11.1,-7.49,-7.36,11.26,-0.71,1.10,4.94,10.09,13.13,14.26
KFY,23.83,1.27,-5.06,2.04,10.63,6.18,8.63,-15.29,-11.91,-15.22,-11.39,42.47,11.53,3.24,25.05,6.53,19.97,23.42,-31.59,1.02,3.11,-16.46,-6.59,11.69,-29.65,-2.53,7.44,51.04,48.88,1.25,12.32,-14.03,-7.44,6.62,-15.14,-2.88,-11.06,9.7,-13.59,28.89,3.49,39.94,45.8,42.31,33.8,22.94
KGC,-5.48,0,-20.29,-14.55,-20.57,3.57,-25.86,5.81,86.81,43.82,-13.91,-26.13,12.86,15.95,4.18,1.89,-8.56,-4.81,-28.19,20,6.17,12.79,18.56,3.04,-16.03,81.41,22.16,-16.78,-9.13,-4.8,-15.59,8.4,1.2,-39.12,5.03,8.78,15.16,1.27,-4.4,32.68,1.32,74.42,34.89,31.54,-1.32,-8.59
KIM,10.78,5.03,-4.66,14.74,6.8,-16.05,8.39,8.31,8.77,9.03,-7.74,-13.09,-12.2,-16.93,6.54,-7.16,-20.66,17.99,-1.47,-12.49,26.28,-0.11,12.99,-0.81,-53.31,32.78,-12.31,33.3,24.92,11.2,-0.48,18.8,0.2,-19.96,-6.88,15.05,-7.79,0.97,-10.8,21.15,-7.98,-1.32,27.3,14.42,13.33,19.67
KINS,-4.13,-4.3,21.29,0.74,-7.61,0.93,13.68,4.17,-8.22,7.14,4.29,48.97,16,-4.08,6.54,15.34,-10.64,0.6,12.43,-6.89,-16.68,-41.32,-1.5,-9.04,-34.06,-13.5,33.26,12.9,28.42,-8.67,-14.87,-24.68,6.38,-25.94,-32.49,-49.25,-1.04,-12.43,52.99,18.99,108.92,327.35,226.04,153.96,86.75,3.89
KIRK,-9.61,10.16,-5.07,30.73,4.38,12.31,-15.73,-48.54,38.8,-7.19,-17.98,9.2,-13.85,-18.45,28.26,-11.38,0,2.94,-6.51,-2.67,-42.51,-71.04,-9.41,-25.32,-21.74,497.78,72.49,174.35,16.26,-34.26,15.52,-30.87,-53.47,-56.98,17.04,1.37,-17.34,-7.54,-43.26,92.5,-37.66,-43.26,30.86,79.24,95.71,106.07
KKR,-6.16,6.52,-8.34,4.08,-1.72,0.18,-26.56,-7.09,-5.77,-16,15.56,7.92,18.45,2.03,9.3,3.59,-3.61,22.41,9.74,-28.02,19.66,7.58,6.25,8.64,-19.54,31.57,11.2,17.91,20.65,21.27,2.77,22.37,-21.52,-20.83,-7.11,7.95,13.14,6.63,10,34.5,21.4,87.93,62.58,32.12,-0.44,-24.87
KLAC,7.26,5.06,8.45,-10.74,-17.11,-3.57,-11.07,38.73,4.99,0.6,-4.83,12.87,20.83,-3.74,15.83,-0.88,3.75,-5.94,-0.8,-12.01,33.43,-1.01,34.9,11.74,-19.32,35.3,-0.38,33.64,27.61,-1.87,3.18,28.58,-14.89,-12.83,-5.16,24.58,5.87,21.51,-5.43,26.74,20.17,70.00,44.9,25.08,9.31,1.63
KLIC,-6.88,15.68,0.49,1.54,6.95,-21.43,-24.49,26.57,-3.6,8.62,5.81,23.36,27.4,-6.4,13.41,12.82,2.77,-4.76,0.08,-16.07,10.49,1.99,3.59,15.84,-22.84,-3.26,8.37,45.32,61.55,15.31,-1,3.19,-8.9,-29.27,-1.23,14.87,19.05,12.83,-18.2,12.52,-8.06,-17.26,-15.27,1,18.61,30.09
KMB,5.54,0.88,-3.28,7.41,-7.3,-1.06,2.9,16.75,5.66,2.21,-8.25,-9.53,15.34,-1.91,-8.85,2.53,-8.73,-4.35,7.88,0.26,8.74,7.57,6.58,-3.17,-7.04,10.54,4.46,-8.69,3.13,-3.79,-1,7.91,-13.83,9.74,-16.73,20.62,-1.13,2.86,-12.47,0.55,6.45,0.10,0.16,1.04,6.07,4.75
KMI,-9.75,11.6,5.74,10.35,-0.59,-8.73,-27.9,-46.1,19.71,4.82,23.56,-10.46,4.97,-11.87,0.1,-5.79,-16.66,17.33,0.34,-13.25,30.1,4.35,-1.29,2.72,-34.25,8.98,-18.72,10.87,21.8,9.49,-8.23,-5.2,19.23,-11.37,-0.72,8.65,-3.15,-1.66,-3.72,6.39,3.97,15.39,1.39,-3.69,-9.44,-13.62
KMPR,-4.18,-5.9,-7.35,5.74,7.89,-1.05,-8.25,5.32,-20.62,4.77,26.92,12.67,-9.93,-3.26,37.31,30,-17.27,32.72,6.35,-17.49,14.7,13.33,-9.67,-0.58,-4.04,-2.49,-7.85,14.96,3.76,-7.3,-9.62,-11.98,-3.83,-15.28,-13.86,19.24,11.1,-11.71,-12.91,15.8,27.22,22.94,19.39,16.6,12.94,7.61
KMT,-14.92,4.47,-10.74,-13.36,-5.87,1.28,-27.05,-22.86,17.14,-1.69,31.25,7.72,25.5,-4.61,7.8,20,-17.04,-10.61,21.34,-23.6,10.43,0.65,-16.9,20.01,-49.53,54.19,0.8,25.22,10.29,-10.13,-4.7,4.91,-20.33,-18.8,-11.41,16.91,14.63,2.94,-12.36,3.66,-3.3,-17.08,-12.03,-6.55,3.53,12.91
KMX,-3.81,-8.51,18.26,8.74,17.78,5.86,-14.13,-6.07,-19.27,16,9.86,-1.97,11.68,-2.65,6.88,2.62,-10.14,11.3,13.25,-15.35,-6.01,26.05,6.39,16.79,-10.23,0.85,21.44,-12.58,27.85,-3.61,8.7,12.81,-22.6,-9.2,-10.91,-21.57,-0.46,4.59,13.11,-21.72,23.55,-2.70,9.41,10.32,15.67,17.54
KNX,11.44,1.94,-16.85,36.46,-9.12,-12.88,-33.75,-7.99,34.81,-17.28,39.32,13.46,-15.68,29.02,12.89,5.22,5.24,-16.95,-9.76,-27.29,30.36,0.49,10.54,-1.27,-8.48,27.16,-2.42,2.75,14.99,-5.47,12.52,19.14,-17.2,-8.26,5.7,7.11,7.96,-1.8,-9.74,14.96,-4.56,-10.15,8.91,14.96,23.23,31.68
KO,-5.71,8.32,0.02,0.05,-3.65,-2.93,2.28,6.36,9.01,-3.65,-6.21,-2.03,2.36,5.68,0.36,1.93,-5.34,0.99,5.31,2.51,-1.03,8.66,6.66,1.91,-22.66,1.78,11.82,12.56,-4.25,3.18,-2.14,11.67,6.18,2.4,-12.99,13.55,-2.48,-2.92,-7.04,5.27,3.82,5.70,8.55,8.13,6.05,4.26
KOP,-9.88,-7.23,-13.31,-21.65,-24.25,25.61,-18.41,-9.52,23.12,36.76,4.72,25.23,5.09,-14.64,27.66,10.29,-19.25,-6.69,-18.77,-45.3,52.46,13.01,-0.51,30.85,-67.63,52.3,10.99,49.02,11.55,-6.93,-3.37,0.13,-12.08,-17.73,-8.22,35.71,24.01,-2.49,15.98,29.51,7.71,8.48,-13.35,-21.54,-16.22,0.36
KOPN,-10.95,-10.96,4.8,2.87,-3.06,3.74,-10.8,-7.14,-46.49,46.25,-7.26,30.88,44.37,-9.51,12.4,-23.26,-2.5,-8.33,-15.38,-54.55,21.82,-18.66,-34.4,-41.26,-11.9,218.92,8.47,115.63,220.29,-8.82,-31.02,-21.94,-41.24,-48.63,-18.32,15.89,-12.1,97.25,-43.26,66.39,-11.33,-60.93,-7.78,11.25,25.84,42.35
KOS,-1.61,2.09,-11.31,-15.76,-5.72,6.57,-33.81,-6.81,11.92,-6.36,17.61,9.36,-4.99,-3.75,24.18,-13.94,-8.03,31.27,13.06,-56.47,53.07,0.64,-0.48,-8.65,-84.28,85.27,-41.2,140.78,30.64,12.7,-14.45,16.89,107.8,-13.91,-16.48,23.02,16.98,-19.49,36.56,-17.97,-11.18,-7.51,-10.42,2.8,3.74,3.5
KOSS,-2.16,-36.05,-35.44,-15.05,29.14,2.21,-4.37,-9.6,6.86,-4.87,6.65,5.31,-7.02,-14.62,-17.13,106,-42.39,32.02,20.21,-32.42,7.91,-2.91,0,-23,-42.86,54.55,57.35,60.75,553.78,3.25,-29.59,-34.68,-14.23,-24.13,-8.63,-22.05,-6.67,-19.91,-19.97,13.14,-23.28,20.27,69.79,74.29,67.76,62.58
KR,-13.97,29.78,7.09,15.21,19.46,7.78,3.06,-2.03,3.3,-10.8,-5.89,-5.1,7.89,-12.38,-19.64,-8.47,36.47,-16.12,27.39,0.13,-10.58,-15.5,-4.47,19.24,-0.59,20.51,9.33,-6.27,4.01,6.06,17,-1.14,2.72,11.94,-2.98,-1.72,-2.91,10.19,-1.33,-7.37,1.7,6.75,,10.66,11.62,11.51
KRC,16.74,6.32,-4.56,16.2,10.28,-11.84,-2.96,-2.89,-2.23,7.14,4.62,5.58,-1.56,4.26,-5.36,4.96,-4.94,6.6,-5.22,-12.29,20.8,-2.83,5.53,7.72,-24.08,-7.85,-11.48,10.47,14.34,6.11,-4.93,0.38,14.99,-31.52,-19.53,-8.17,-16.21,-7.13,5.05,26.04,-8.56,3.59,8.38,8.96,6.61,7
KRG,-8.68,2.33,-1.3,18.56,-1.98,-13.13,-2.7,8.9,6.86,1.15,-1.11,-15.3,-8.43,-11.95,6.97,-3.21,-22.3,12.15,-2.52,-15.38,13.48,-5.38,6.74,20.93,-51.51,21.86,0.35,29.19,28.94,14.1,-7.5,6.97,4.55,-24.07,-0.4,22.24,-0.62,6.79,-4.12,6.72,-5.16,0.18,-12.32,-10.39,-14.01,-5.24
KRMD,2.44,14.76,39,14.93,3.9,12.5,-15.11,7.33,39.02,-14.04,-6.12,0,-7.61,10.59,12.77,135.85,4,6.15,19.49,-2.97,0,80,37.15,65.32,14.85,19.73,-19.6,-16.62,-41.53,31.53,-38.44,5.26,-4.67,-11.54,-11.86,60.09,18.21,-18.25,-21.74,-9.07,-3.87,-23.19,0.98,25.07,43.1,50.53
KRNY,27.08,2.44,-11.96,3.16,-1.23,13.4,2.78,10.46,-2.53,1.86,8.19,14.25,-3.22,-1.33,3.37,-5.86,-10.03,3.46,2.97,-7.44,0.39,3.26,-1.88,6.06,-37.89,-4.77,-11.86,46.46,14.39,-1.08,4.02,6.6,-2.79,-13.74,-4.41,-4.43,-20,-13.18,-1.7,29.44,-28.21,-12.77,-10.19,-13.74,-14.52,-2.28
KRO,-12.44,-6.06,-12.06,-5.52,-2.84,-13.36,-43.34,-9.18,1.42,-8.22,57.9,44.03,37.6,10.89,25.3,12.88,-12.3,-0.31,-27.87,-29.11,21.7,9.27,-19.26,8.33,-37.01,23.34,23.54,15.94,2.62,-6.41,-13.34,20.95,3.4,18.56,-49.24,0.64,-2.02,-5.21,-11.23,28.26,18.71,43.76,52.78,54.52,47.56,38.89
KSS,10.05,-3.88,1.23,10.14,22.39,-16.1,-24.79,7.87,-10.95,-6.12,6.08,-11.6,0.08,5.66,3.25,49.06,-0.58,14.6,6.35,-13.28,3.75,-27.48,3.81,-17.93,-58.74,7.94,11.82,106.95,33.14,-13.4,-4.47,23.96,-3.79,-49.65,4.63,3.28,-30.04,28.14,-22.74,21.05,-8.41,-28.41,129.29,251.08,158.12,53.88
KTCC,-8.12,5.4,-1.12,-23.99,33.29,-0.84,-5.44,-22.82,-8.23,3.5,0.81,4.97,-6.14,-3.41,1.69,-5.41,2.05,8.91,0.92,-24.97,7.49,-19.29,20.88,-9.47,-49.17,89.89,68.44,-12.75,4.4,-18.84,-0.46,-4.06,-9.67,-24.42,-5.39,7.18,67.9,-22.01,-21.16,-3.36,7.87,-10.85,4.57,15.21,27.89,31.03
KTOS,3.84,5.24,-10.86,-26.93,9.02,20.5,-33.28,-6.94,9.38,-12.53,70.1,10.93,6.66,44.32,13.15,-19.04,-2.83,11.86,28.41,-6.97,13.67,46.45,-19.75,-3.27,-18.57,3.39,27.21,38.73,-1.44,6.11,-17.57,-12.83,5.65,-32.2,-20.83,-16.09,40.78,4.36,8.29,35.09,-9.41,44.27,26.4,-6.41,-11.66,-16.66
KVHI,1,-0.99,-13.12,11.75,19.53,-11.04,-25.65,-5.8,1.38,-19.37,14.42,33.94,-28.81,13.1,25.79,-13.39,0,29.47,-2.24,-21.45,-0.97,6.67,-2.02,4.51,-15.27,-5.3,0.9,25.97,11.72,-3,-21.71,-4.57,-0.98,-4.4,5.98,10.85,11.35,-19.68,-44.2,3.14,-3.04,-49.12,-20.68,5.26,22.5,29.72
KW,1.17,19.15,-10.66,5.59,3.32,-5.93,-9.84,8.62,-9.05,-13.42,18.93,-9.09,8.29,-14.19,-2.62,-6.47,0.29,21.55,1.65,-15.49,17.72,-3.83,6.56,1.73,-39.82,13.41,-4.6,23.21,12.97,-1.68,5.28,14.15,2.14,-22.35,-18.37,1.75,5.47,-1.57,-9.74,-16.01,-30.69,-40.48,-27.86,-20.89,-8.99,4
KWR,2.28,-2.59,-6.64,28.39,-6.95,3.74,-13.24,0.23,9.84,5.11,18.76,20.78,2.91,10.31,1.87,1.92,-1.76,4.55,30.57,-12.12,12.73,1.27,-22.05,4.03,-23.24,47.01,-3.2,41,-3.8,-2.7,0.22,-2.92,-25.12,-13.48,-3.44,15.6,18.6,-1.54,-17.91,33.39,-3.83,-12.93,13.25,7.9,17.14,30.71
L,-8.69,-0.09,-5.34,0.86,-2.83,-5.68,-6.15,6.25,-0.36,7.4,0.15,13.8,-0.13,0.09,2.24,4.53,-0.6,-2.92,4.04,-9.38,5.29,14.06,-5.84,1.96,-33.64,-1.55,1.34,29.55,13.9,6.57,-1.32,7.1,12.22,-8.58,-15.9,17.03,-0.53,2.34,6.62,9.92,12.5,25.87,16.19,10.51,5.72,4.35
LAB,15.13,-33.29,-16.67,37.67,24.81,-42.52,-66.49,33.29,-25.35,11.9,-11.3,-9.11,-21.84,-29,24.75,16.87,-0.85,2.05,25.67,15.09,54.18,-7.3,-62.42,-24.84,-27.01,57.87,85.29,-19.25,-24.67,36.28,6.98,-40.52,-8.42,-55.43,-31.25,6.36,66.67,-1.03,50.26,-23.79,22.62,-8.29,-42.46,-39.53,-19.61,3.49
LAD,-4.26,41.54,-19.54,14.53,14.67,13.83,-4.46,-1.33,-18.13,-18.62,34.4,1.37,-11.55,10.02,27.68,-5.59,-11.51,-5.92,-13.65,-6.53,21.51,28.06,11.45,11.04,-44.36,85.02,50.62,28.4,33.29,-11.91,-7.74,-6.34,1.07,-8.43,-21.93,-4.57,11.81,32.84,-2.89,11.5,-8.63,-16.99,-0.52,12.96,30.4,33.05
LAKE,7.93,-13.14,129.27,-39.72,8.47,13.88,17.62,4.7,-32.79,16.69,-2.37,9.6,-1.84,41.31,5.32,-11.04,-8.16,4.25,-2.67,-15.37,14.12,-15.45,2.98,26.15,-2.3,73.72,-8.83,28.88,1.47,-4.43,-22.44,0.53,-23.03,-0.87,-26.25,22.4,-16.78,28.38,-5.56,23.27,-8.11,52.55,39.6,35.17,24.59,13.5
LAMR,-2.39,3.92,-7.08,8.91,10.5,-3.02,-9.19,14.9,2.53,7.8,-1.49,2.96,11.15,-1.57,-6.85,8.33,-14.25,7.3,13.89,-11.08,14.57,1.83,1.51,8.95,-42.55,30.19,-0.88,25.77,12.86,11.18,8.65,6.92,-4.22,-24.28,-6.23,14.44,5.82,-0.64,-15.9,27.33,12.35,20.43,17.14,13.97,9.69,6.61
