Ticker,Name,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MAV,Price Above 200 MAV
MEOH,Methanex Corporation,Chemicals,Basic Materials,18.86,10.43,1.87,55.45,37.42,39.29,NMS,40.35,"2,723,826,688",39.42,,1.00,,,,46.5412,NO
MERC,Mercer International Inc.,Paper & Paper Products,Basic Materials,0.00,-158.63,4.69,7.88,24.19,28.88,NMS,6.345,"424,295,200",54.81,,0.53,,,,8.64065,NO
MET,"MetLife, Inc.",Insurance - Life,Financial Services,22.07,8.25,2.75,86.28,6.24,8.99,NYQ,81.21,"56,873,390,080",23.26,XLF,0.39,S&P 500,,,70.92865,YES
META,"Meta Platforms, Inc.",Internet Content & Information,Communication Services,28.59,23.15,0.37,566.94,1.24,1.61,NMS,560.01,"1,416,294,432,768",32.96,XLC,0.05,S&P 500,,Nasdaq 100,465.1013,YES
MFA,"MFA Financial, Inc.",REIT - Mortgage,Real Estate,20.95,8.00,10.65,13,-1.52,9.13,NYQ,13.2,"1,347,495,552",15.74,,0.58,,,,11.20365,YES
MFC,Manulife Financial Corporation,Insurance - Life,Financial Services,16.65,9.72,4.17,26.75,-7.05,-2.88,NYQ,28.78,"51,312,726,016",23.2,,-0.12,,,,24.4163,YES
MFIC,MidCap Financial Investment Corporation,Asset Management,Financial Services,8.03,8.42,11.14,15.18,10.56,21.70,NMS,13.73,"1,287,603,584",20.37,,1.07,,,,14.49315,NO
MFIN,Medallion Financial Corp.,Credit Services,Financial Services,4.38,4.83,5.15,11,38.89,44.04,NMS,7.92,"183,496,896",41.25,,1.07,,,,8.4184,NO
MG,"Mistras Group, Inc.",Security & Protection Services,Industrials,0.00,12.44,0.00,13.67,26.34,26.34,NYQ,10.82,"335,175,456",58.13,,0.45,,,,8.82795,YES
MGA,Magna International Inc.,Auto Parts,Consumer Cyclical,12.38,6.78,4.60,49.91,17.16,21.76,NYQ,42.6,"12,259,257,344",32.16,,0.68,,,,48.943,NO
MGEE,"MGE Energy, Inc.",Utilities - Regulated Electric,Utilities,28.41,22.49,1.98,71,-21.66,-19.68,NMS,90.63,"3,278,621,696",21.33,,-0.92,,,,76.9681,YES
MGM,MGM Resorts International,Resorts & Casinos,Consumer Cyclical,14.23,12.87,0.00,53.9,42.40,42.40,NYQ,37.85,"11,500,731,392",35.17,XLY,1.21,S&P 500,,,41.9408,NO
MGPI,"MGP Ingredients, Inc.",Beverages - Wineries & Distilleries,Consumer Defensive,19.57,12.44,0.57,112.67,32.98,33.55,NMS,84.73,"1,863,085,696",36.96,,0.91,,,,83.67125,YES
MGRC,McGrath RentCorp,Rental & Leasing Services,Industrials,21.01,16.28,1.92,123,24.00,25.92,NMS,99.19,"2,434,387,968",25.84,,1.00,,,,112.4415,NO
MHK,"Mohawk Industries, Inc.","Furnishings, Fixtures & Appliances",Consumer Cyclical,0.00,13.50,0.00,162.91,3.68,3.68,NYQ,157.135,"9,917,904,896",40.15,,0.09,S&P 500,,,120.52775,YES
MHO,"M/I Homes, Inc.",Residential Construction,Consumer Cyclical,9.29,8.21,0.00,182.5,7.06,7.06,NYQ,170.46,"4,672,615,424",55.96,,0.13,,,,131.3074,YES
MIDD,The Middleby Corporation,Specialty Industrial Machinery,Industrials,20.17,13.77,0.00,167.33,16.04,16.04,NMS,144.2,"7,753,561,600",36.33,,0.44,,,,139.04915,YES
MITK,"Mitek Systems, Inc.",Software - Application,Technology,0.00,11.01,0.00,12.3,36.21,36.21,NCM,9.03,"417,220,288",54.41,,0.67,,,,11.8864,NO
MITT,"AG Mortgage Investment Trust, Inc.",REIT - Mortgage,Real Estate,4.76,10.83,7.83,8.3,5.00,12.83,NYQ,7.905,"233,142,176",72.01,,0.18,,,,6.49675,YES
MKC,"McCormick & Company, Incorporated",Packaged Foods,Consumer Defensive,30.38,27.12,2.00,79.68,-4.29,-2.29,NYQ,83.25,"22,372,190,208",26.61,XLP,-0.09,S&P 500,,,72.0397,YES
MKSI,"MKS Instruments, Inc.",Scientific & Technical Instruments,Technology,761.43,15.23,0.82,138.64,21.39,22.21,NMS,114.215,"7,685,253,120",47.77,,0.46,,,,118.09415,NO
MKTX,MarketAxess Holdings Inc.,Capital Markets,Financial Services,37.14,32.33,1.14,244.73,-5.06,-3.92,NMS,257.78,"9,731,710,976",35.97,,-0.11,S&P 500,,,229.07574,YES
MLCO,Melco Resorts & Entertainment Limited,Resorts & Casinos,Consumer Cyclical,0.00,11.82,0.00,9.33,57.87,57.87,NMS,5.91,"2,602,894,080",71.55,,0.81,,,,7.2748,NO
MLKN,"MillerKnoll, Inc.","Furnishings, Fixtures & Appliances",Consumer Cyclical,24.87,10.83,2.71,35,26.77,29.48,NMS,27.61,"1,917,669,120",47.47,,0.62,,,,27.55625,YES
MLM,"Martin Marietta Materials, Inc.",Building Materials,Basic Materials,16.47,24.60,0.59,631.94,15.53,16.12,NYQ,547.005,"33,431,359,488",25.94,XLB,0.62,S&P 500,,,549.17725,NO
MLR,"Miller Industries, Inc.",Auto Parts,Consumer Cyclical,9.83,9.47,1.27,74,20.81,22.08,NYQ,61.255,"701,602,560",43.65,,0.51,,,,51.53,YES
MMC,"Marsh & McLennan Companies, Inc.",Insurance Brokers,Financial Services,27.87,23.55,1.44,225.48,0.49,1.93,NYQ,224.38,"110,344,437,760",17.52,XLF,0.11,S&P 500,,,206.8217,YES
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,Energy,21.19,22.52,0.56,4,11.03,11.59,NMS,3.6026,"140,505,360",117.5,,0.10,,,,2.9223,YES
MMM,3M Company,Conglomerates,Industrials,52.25,17.02,2.10,133.86,-0.24,1.86,NYQ,134.18,"73,767,256,064",25.9,XLI,0.07,S&P 500,DJIA,,98.49679,YES
MMS,"Maximus, Inc.",Specialty Business Services,Industrials,18.86,17.95,1.36,112,24.52,25.88,NYQ,89.945,"5,412,620,288",26.68,,0.97,,,,84.93235,YES
MMSI,"Merit Medical Systems, Inc.",Medical Instruments & Supplies,Healthcare,49.92,27.19,0.00,106.64,6.28,6.28,NMS,100.335,"5,840,349,696",33.78,,0.19,,,,80.85805,YES
MMYT,MakeMyTrip Limited,Travel Services,Consumer Cyclical,60.66,57.71,0.00,103.67,-2.90,-2.90,NMS,106.77,"11,721,423,872",52.63,,-0.06,,,,71.5023,YES
MNKD,MannKind Corporation,Biotechnology,Healthcare,135.20,39.76,0.00,7.8,15.38,15.38,NGM,6.76,"1,858,966,272",54.67,,0.28,,,,4.57675,YES
MNOV,"MediciNova, Inc.",Biotechnology,Healthcare,0.00,0.00,0.00,8,373.37,373.37,NGM,1.69,"82,888,080",115,,3.25,,,,1.429,YES
MNRO,"Monro, Inc.",Auto Parts,Consumer Cyclical,24.61,23.12,4.29,28.5,6.26,10.55,NMS,26.82,"802,478,528",50.45,,0.21,,,,28.06165,NO
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,Consumer Defensive,32.36,26.97,0.00,54.44,5.15,5.15,NMS,51.7744,"50,712,580,096",24.96,XLP,0.21,S&P 500,,Nasdaq 100,53.557,NO
MNTX,"Manitex International, Inc.",Farm & Heavy Construction Machinery,Industrials,10.66,0.00,0.00,7.4,30.97,30.97,NCM,5.65,"115,245,312",90.54,,0.34,,,,6.07895,NO
MO,"Altria Group, Inc.",Tobacco,Consumer Defensive,8.66,9.48,8.06,50.56,0.64,8.70,NYQ,50.24,"85,720,498,176",18.7,XLP,0.47,S&P 500,,,44.8944,YES
MOD,Modine Manufacturing Company,Auto Parts,Consumer Cyclical,41.20,27.53,0.00,134.6,6.77,6.77,NYQ,126.07,"6,607,782,400",58.09,,0.12,,,,89.5593,YES
MODG,Topgolf Callaway Brands Corp.,Leisure,Consumer Cyclical,98.05,67.41,0.00,16.2,50.21,50.21,NYQ,10.785,"1,982,336,768",62.26,,0.81,,,,14.22,NO
MODV,ModivCare Inc.,Medical Care Facilities,Healthcare,0.00,3.62,0.00,26.67,109.58,109.58,NMS,12.7254,"181,212,240",70.37,,1.56,,,,30.0686,NO
MOFG,"MidWestOne Financial Group, Inc.",Banks - Regional,Financial Services,15.14,11.01,3.28,30.9,3.59,6.87,NMS,29.83,"470,523,488",39.67,,0.17,,,,24.06015,YES
MOH,"Molina Healthcare, Inc.",Healthcare Plans,Healthcare,19.28,13.20,0.00,372.65,6.11,6.11,NYQ,351.2,"20,580,321,280",33.54,XLV,0.18,S&P 500,,,353.283,NO
MORN,"Morningstar, Inc.",Financial Data & Stock Exchanges,Financial Services,55.65,39.76,0.51,343.5,7.73,8.24,NMS,318.86,"13,659,547,648",36.09,,0.23,,,,295.94394,YES
MOS,The Mosaic Company,Agricultural Inputs,Basic Materials,35.51,10.83,3.25,34.37,29.04,32.29,NYQ,26.635,"8,486,923,776",37.79,XLB,0.85,S&P 500,,,30.5862,NO
MOV,"Movado Group, Inc.",Luxury Goods,Consumer Cyclical,12.50,7.82,7.14,38,91.24,98.38,NYQ,19.87,"441,543,200",40.28,,2.44,,,,26.30165,NO
MPB,"Mid Penn Bancorp, Inc.",Banks - Regional,Financial Services,11.29,9.91,2.65,30.67,-0.45,2.20,NGM,30.81,"514,416,064",38.41,,0.06,,,,23.0154,YES
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,Energy,8.76,12.31,2.00,181.81,8.89,10.89,NYQ,166.965,"55,895,572,480",33.5,XLE,0.33,S&P 500,,,173.1476,NO
MPLX,MPLX LP,Oil & Gas Midstream,Energy,10.80,10.07,7.72,46.83,5.21,12.93,NYQ,44.51,"45,426,012,160",12.16,,1.06,,,,40.3141,YES
MPW,"Medical Properties Trust, Inc.",REIT - Healthcare Facilities,Real Estate,0.00,18.28,5.39,5.13,-12.31,-6.92,NYQ,5.8501,"3,511,229,952",76.02,,-0.09,,,,4.51515,YES
MPWR,"Monolithic Power Systems, Inc.",Semiconductors,Technology,107.98,52.02,0.58,963.27,5.82,6.40,NMS,910.265,"44,377,239,552",45.41,XLK,0.14,S&P 500,,,731.10834,YES
MPX,Marine Products Corporation,Recreational Vehicles,Consumer Cyclical,13.13,19.43,5.76,8,-17.65,-11.89,NYQ,9.715,"337,282,464",60.97,,-0.20,,,,10.4518,NO
MRC,MRC Global Inc.,Oil & Gas Equipment & Services,Energy,13.54,10.88,0.00,15.3,20.24,20.24,NYQ,12.725,"1,084,634,496",45.19,,0.45,,,,12.0949,YES
MRCC,Monroe Capital Corporation,Asset Management,Financial Services,21.42,7.69,12.42,8.13,2.59,15.01,NMS,7.925,"171,705,424",23.13,,0.65,,,,7.390935,YES
MRCY,"Mercury Systems, Inc.",Aerospace & Defense,Industrials,0.00,45.06,0.00,30.38,-14.66,-14.66,NMS,35.6,"2,118,199,936",54.72,,-0.27,,,,31.84805,YES
MRK,"Merck & Co., Inc.",Drug Manufacturers - General,Healthcare,21.73,12.02,2.60,139.94,19.28,21.88,NYQ,117.325,"297,396,600,832",19.94,XLV,1.10,S&P 500,DJIA,,122.18775,NO
MRNA,"Moderna, Inc.",Biotechnology,Healthcare,0.00,-8.62,0.00,102.22,47.83,47.83,NMS,69.1475,"26,577,139,712",59.1,XLV,0.81,S&P 500,,Nasdaq 100,106.03825,NO
MRO,Marathon Oil Corporation,Oil & Gas E&P,Energy,10.94,10.45,1.60,32.21,15.06,16.66,NYQ,27.995,"15,659,926,528",30.31,XLE,0.55,S&P 500,,,26.30265,YES
MRTN,"Marten Transport, Ltd.",Trucking,Industrials,33.60,22.83,1.38,19,6.68,8.06,NMS,17.81,"1,450,001,152",33.31,,0.24,,,,18.30445,NO
MRVL,"Marvell Technology, Inc.",Semiconductors,Technology,0.00,30.19,0.34,92.11,22.53,22.87,NMS,75.175,"65,129,578,496",43.93,,0.52,,,Nasdaq 100,67.8566,YES
MS,Morgan Stanley,Capital Markets,Financial Services,16.62,13.20,3.73,104.41,3.36,7.09,NYQ,101.02,"163,436,216,320",28.13,XLF,0.25,S&P 500,,,93.7094,YES
MSA,MSA Safety Incorporated,Security & Protection Services,Industrials,26.95,22.43,1.11,195,5.00,6.11,NYQ,185.71,"7,308,246,016",27.75,,0.22,,,,180.1051,YES
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,Financial Services,37.02,33.00,1.16,596.3,7.74,8.90,NYQ,553.46,"43,502,125,056",23.93,XLF,0.37,S&P 500,,,532.4961,YES
MSEX,Middlesex Water Company,Utilities - Regulated Water,Utilities,32.84,29.04,1.93,64.5,-4.67,-2.74,NMS,67.66,"1,206,364,288",33.95,,-0.08,,,,57.2951,YES
MSFT,Microsoft Corporation,Software - Infrastructure,Technology,37.19,28.83,0.77,496.38,13.04,13.81,NMS,439.1326,"3,264,090,210,304",23.24,XLK,0.59,S&P 500,DJIA,Nasdaq 100,413.25616,YES
MSI,"Motorola Solutions, Inc.",Communication Equipment,Technology,51.24,30.25,0.90,442.11,0.79,1.69,NYQ,438.65,"73,184,796,672",22.12,XLK,0.08,S&P 500,,,361.38995,YES
MSM,"MSC Industrial Direct Co., Inc.",Industrial Distribution,Industrials,16.36,17.19,4.05,82.25,-2.18,1.87,NYQ,84.08,"4,718,821,888",27.42,,0.07,,,,90.66575,NO
MSTR,MicroStrategy Incorporated,Software - Application,Technology,0.00,-387.80,0.00,192.52,30.64,30.64,NMS,147.37,"29,861,287,936",82.5,,0.37,,,,118.54135,YES
MTB,M&T Bank Corporation,Banks - Regional,Financial Services,13.28,11.11,3.10,180.28,0.61,3.71,NYQ,179.18,"29,923,235,840",30.71,XLF,0.12,S&P 500,,,147.8849,YES
MTCH,"Match Group, Inc.",Internet Content & Information,Communication Services,16.00,15.21,0.00,42.36,15.11,15.11,NMS,36.8,"9,490,536,448",34.6,XLC,0.44,S&P 500,,,34.08895,YES
MTD,Mettler-Toledo International Inc.,Diagnostics & Research,Healthcare,39.66,32.61,0.00,1403.09,-2.62,-2.62,NYQ,1440.85,"30,573,684,736",42.96,XLV,-0.06,S&P 500,,,1314.3888,YES
MTDR,Matador Resources Company,Oil & Gas E&P,Energy,6.74,5.98,1.55,77.21,47.29,48.84,NYQ,52.42,"6,542,854,656",39.65,,1.23,,,,59.5305,NO
MTG,MGIC Investment Corporation,Insurance - Specialty,Financial Services,9.46,9.32,2.05,25.75,0.80,2.85,NYQ,25.545,"6,622,132,736",24.35,,0.12,,,,21.1802,YES
MTH,Meritage Homes Corporation,Residential Construction,Consumer Cyclical,9.21,9.53,1.48,205.91,-1.76,-0.28,NYQ,209.605,"7,614,362,624",39.21,,-0.01,,,,171.049,YES
MTN,"Vail Resorts, Inc.",Resorts & Casinos,Consumer Cyclical,24.83,22.47,4.84,202.4,8.11,12.95,NYQ,187.215,"7,043,777,024",32.12,,0.40,,,,202.6156,NO
MTRN,Materion Corporation,Other Industrial Metals & Mining,Basic Materials,29.51,15.33,0.51,146.75,32.60,33.11,NYQ,110.67,"2,296,070,400",41.24,,0.80,,,,118.24365,NO
MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors,Technology,107.23,31.88,0.00,117.75,10.92,10.92,NMS,106.16,"7,663,818,240",43.8,,0.25,,,,97.3387,YES
MTW,"The Manitowoc Company, Inc.",Farm & Heavy Construction Machinery,Industrials,43.65,10.35,0.00,13.56,35.06,35.06,NYQ,10.04,"352,573,664",53.42,,0.66,,,,12.9722,NO
MTZ,"MasTec, Inc.",Engineering & Construction,Industrials,1121.45,28.36,0.00,124.69,1.08,1.08,NYQ,123.36,"9,772,702,720",38.58,,0.03,,,,92.0101,YES
MU,"Micron Technology, Inc.",Semiconductors,Technology,0.00,9.72,0.53,160.68,79.31,79.84,NMS,89.61,"99,368,689,664",68.99,XLK,1.16,S&P 500,,Nasdaq 100,104.8665,NO
MUR,Murphy Oil Corporation,Oil & Gas E&P,Energy,9.43,7.62,3.40,47.69,32.34,35.74,NYQ,36.035,"5,437,213,184",33.53,,1.07,,,,40.97665,NO
MUX,McEwen Mining Inc.,Other Precious Metals & Mining,Basic Materials,4.94,-31.48,0.00,16.53,81.05,81.05,NYQ,9.13,"483,757,632",49.82,,1.63,,,,8.989,YES
MVBF,MVB Financial Corp.,Banks - Regional,Financial Services,13.04,9.51,3.36,25,22.88,26.24,NCM,20.345,"263,020,144",50.53,,0.52,,,,20.675,NO
MWA,"Mueller Water Products, Inc.",Specialty Industrial Machinery,Industrials,26.67,20.26,1.24,23.17,9.97,11.21,NYQ,21.07,"3,282,621,696",37.33,,0.30,,,,16.9509,YES
MX,Magnachip Semiconductor Corporation,Semiconductors,Technology,0.00,0.89,0.00,75.3,1515.88,1515.88,NYQ,4.66,"174,550,544",45.6,,33.24,,,,5.6196,NO
MXL,"MaxLinear, Inc.",Semiconductors,Technology,0.00,36.28,0.00,21.33,47.00,47.00,NMS,14.51,"1,217,362,944",63.93,,0.74,,,,18.9251,NO
MYE,"Myers Industries, Inc.",Packaging & Containers,Consumer Cyclical,13.81,9.67,3.81,27,86.21,90.02,NYQ,14.5,"539,721,920",44.88,,2.01,,,,17.6309,NO
MYGN,"Myriad Genetics, Inc.",Diagnostics & Research,Healthcare,0.00,109.65,0.00,29.77,4.42,4.42,NMS,28.51,"2,589,289,728",55.02,,0.08,,,,23.02205,YES
MYRG,MYR Group Inc.,Engineering & Construction,Industrials,34.86,18.21,0.00,134.75,32.37,32.37,NMS,101.8,"1,680,494,080",57.97,,0.56,,,,142.40366,NO
NATR,"Nature's Sunshine Products, Inc.",Packaged Foods,Consumer Defensive,17.55,17.78,0.00,19.5,40.64,40.64,NCM,13.865,"256,610,640",44.82,,0.91,,,,16.6654,NO
NBHC,National Bank Holdings Corporation,Banks - Regional,Financial Services,13.05,13.29,2.66,47.6,10.21,12.87,NYQ,43.19,"1,637,669,760",123.75,,0.10,,,,37.05645,YES
NBIX,"Neurocrine Biosciences, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare,36.32,17.28,0.00,167.92,39.26,39.26,NMS,120.58,"12,175,686,656",35.81,,1.10,,,,136.31975,NO
NBR,Nabors Industries Ltd.,Oil & Gas Drilling,Energy,0.00,133.01,0.00,97.5,43.73,43.73,NYQ,67.835,"647,730,624",66.08,,0.66,,,,78.8123,NO
NBTB,NBT Bancorp Inc.,Banks - Regional,Financial Services,17.90,14.03,3.01,49,6.51,9.52,NMS,46.005,"2,170,115,584",51.4,,0.19,,,,39.1353,YES
NCLH,Norwegian Cruise Line Holdings Ltd.,Travel Services,Consumer Cyclical,20.74,10.42,0.00,22.34,11.03,11.03,NYQ,20.1201,"8,846,583,808",49.45,XLY,0.22,S&P 500,,,17.99795,YES
NCMI,"National CineMedia, Inc.",Advertising Agencies,Communication Services,0.00,24.93,0.00,7.5,7.45,7.45,NMS,6.9799,"665,335,232",50.69,,0.15,,,,4.8968,YES
NDAQ,"Nasdaq, Inc.",Financial Data & Stock Exchanges,Financial Services,43.10,23.91,1.32,73.21,-1.24,0.08,NMS,74.13,"42,605,473,792",20.49,XLF,0.00,S&P 500,,,61.2258,YES
NDSN,Nordson Corporation,Specialty Industrial Machinery,Industrials,31.70,25.46,1.22,281.83,8.29,9.51,NMS,260.245,"14,881,199,104",28.14,,0.34,S&P 500,,,251.74785,YES
NECB,"Northeast Community Bancorp, Inc.",Banks - Regional,Financial Services,6.39,8.46,1.76,19.5,-15.00,-13.24,NCM,22.94,"291,539,872",29.65,,-0.45,,,,17.83345,YES
NEE,"NextEra Energy, Inc.",Utilities - Regulated Electric,Utilities,26.84,22.39,2.44,83.3,1.09,3.53,NYQ,82.4,"169,360,850,944",30.44,XLU,0.12,S&P 500,,,67.8639,YES
NEM,Newmont Corporation,Gold,Basic Materials,0.00,14.36,1.88,57,6.66,8.54,NYQ,53.439,"61,315,104,768",33.82,XLB,0.25,S&P 500,,,41.1781,YES
NEO,"NeoGenomics, Inc.",Diagnostics & Research,Healthcare,0.00,87.82,0.00,20.75,24.36,24.36,NCM,16.685,"2,138,316,160",43.3,,0.56,,,,15.4666,YES
NEOG,Neogen Corporation,Diagnostics & Research,Healthcare,0.00,27.30,0.00,20.25,15.91,15.91,NMS,17.47,"3,785,713,920",49.31,,0.32,,,,15.9889,YES
NEON,Neonode Inc.,Electronic Components,Technology,0.00,0.00,0.00,37,248.73,248.73,NCM,10.61,"164,100,624",185.83,,1.34,,,,2.56295,YES
NEWT,"NewtekOne, Inc.",Banks - Regional,Financial Services,7.01,5.49,6.56,13,11.73,18.29,NGM,11.635,"302,091,136",50.13,,0.36,,,,12.4728,NO
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Banks - Regional,Financial Services,18.18,13.53,4.37,12.08,-0.82,3.55,NMS,12.18,"526,007,936",42.18,,0.08,,,,10.48095,YES
NFG,National Fuel Gas Company,Oil & Gas Integrated,Energy,17.51,9.85,3.42,72.5,20.05,23.47,NYQ,60.39,"5,517,956,608",20.64,,1.14,,,,53.70895,YES
NFLX,"Netflix, Inc.",Entertainment,Communication Services,43.98,30.63,0.00,694.92,-1.37,-1.37,NMS,704.59,"302,385,364,992",32.5,XLC,-0.04,S&P 500,,Nasdaq 100,601.6992,YES
NG,NovaGold Resources Inc.,Gold,Basic Materials,0.00,-52.81,0.00,7.5,77.51,77.51,ASE,4.225,"1,412,971,008",62.5,,1.24,,,,3.4694,YES
NGD,New Gold Inc.,Gold,Basic Materials,0.00,10.55,0.00,2.81,-8.18,-8.18,ASE,3.0602,"2,434,349,312",65.95,,-0.12,,,,1.82875,YES
NGS,"Natural Gas Services Group, Inc.",Oil & Gas Equipment & Services,Energy,19.11,15.23,0.00,33,62.88,62.88,NYQ,20.26,"252,579,392",40.7,,1.55,,,,18.86885,YES
NHI,"National Health Investors, Inc.",REIT - Healthcare Facilities,Real Estate,28.46,26.64,4.23,80.8,-3.42,0.81,NYQ,83.66,"3,635,453,952",18.2,,0.04,,,,64.34105,YES
NI,NiSource Inc.,Utilities - Regulated Gas,Utilities,20.64,18.18,3.11,34.16,1.56,4.67,NYQ,33.635,"15,087,877,120",17.81,XLU,0.26,S&P 500,,,28.3844,YES
NICE,NICE Ltd.,Software - Application,Technology,27.72,13.64,0.00,264.93,59.30,59.30,NMS,166.31,"10,455,759,872",43.17,,1.37,,,,202.145,NO
NJR,New Jersey Resources Corporation,Utilities - Regulated Gas,Utilities,20.06,16.63,3.77,48.75,2.12,5.89,NYQ,47.74,"4,734,261,248",17.42,,0.34,,,,43.5986,YES
NKE,"NIKE, Inc.",Footwear & Accessories,Consumer Cyclical,21.72,22.79,1.83,91.55,13.07,14.90,NYQ,80.97,"121,403,179,008",38.96,XLY,0.38,S&P 500,DJIA,,93.5205,NO
NKTR,Nektar Therapeutics,Biotechnology,Healthcare,0.00,-1.86,0.00,1.3,2.77,2.77,NCM,1.265,"232,859,936",127.19,,0.02,,,,1.064,YES
NLY,"Annaly Capital Management, Inc.",REIT - Mortgage,Real Estate,0.00,7.53,12.49,21.06,0.62,13.11,NYQ,20.93,"10,486,306,816",13.44,,0.98,,,,19.5194,YES
NMFC,New Mountain Finance Corporation,Asset Management,Financial Services,11.09,8.89,11.30,12.83,6.12,17.42,NMS,12.09,"1,303,918,592",34.06,,0.51,,,,12.547,NO
NMM,Navios Maritime Partners L.P.,Marine Shipping,Industrials,4.45,3.42,0.37,61,6.43,6.80,NYQ,57.3171,"1,715,947,904",39.87,,0.17,,,,41.52005,YES
NNBR,"NN, Inc.",Conglomerates,Industrials,0.00,-374.00,0.00,6.67,78.34,78.34,NMS,3.74,"187,179,888",109.23,,0.72,,,,3.82835,NO
NNI,"Nelnet, Inc.",Credit Services,Financial Services,27.22,18.32,0.99,98,-15.08,-14.09,NYQ,115.4,"4,183,250,176",22.69,,-0.62,,,,97.42955,YES
NNN,"NNN REIT, Inc.",REIT - Retail,Real Estate,21.41,23.19,4.79,47.57,0.06,4.85,NYQ,47.54,"8,731,196,416",15.85,,0.31,,,,42.8811,YES
NOA,North American Construction Group Ltd.,Oil & Gas Equipment & Services,Energy,13.90,5.68,1.61,27,43.92,45.53,NYQ,18.76,"502,047,616",41.03,,1.11,,,,21.00845,NO
NOAH,Noah Holdings Limited,Asset Management,Financial Services,6.54,7.58,11.92,11.85,31.30,43.22,NYQ,9.025,"593,972,224",68.75,,0.63,,,,11.00035,NO
NOC,Northrop Grumman Corporation,Aerospace & Defense,Industrials,33.92,18.88,1.58,526.65,0.89,2.47,NYQ,522.01,"76,341,346,304",21,XLI,0.12,S&P 500,,,466.95605,YES
NOG,"Northern Oil and Gas, Inc.",Oil & Gas E&P,Energy,6.58,6.18,4.64,49.04,31.25,35.89,NYQ,37.365,"3,742,926,848",32.26,,1.11,,,,37.90095,NO
NOTV,"Inotiv, Inc.",Diagnostics & Research,Healthcare,0.00,-0.66,0.00,4.67,169.16,169.16,NCM,1.735,"45,116,940",129,,1.31,,,,3.78165,NO
NOVT,Novanta Inc.,Scientific & Technical Instruments,Technology,101.33,42.61,0.00,181,3.85,3.85,NMS,174.295,"6,257,905,152",34.6,,0.11,,,,165.82706,YES
NOW,"ServiceNow, Inc.",Software - Application,Technology,166.20,55.47,0.00,872.8,-4.86,-4.86,NYQ,917.425,"188,858,351,616",31.03,XLK,-0.16,S&P 500,,,758.7852,YES
NPO,Enpro Inc.,Specialty Industrial Machinery,Industrials,80.03,19.62,0.77,178,10.11,10.88,NYQ,161.652,"3,390,569,728",35.33,,0.31,,,,152.97855,YES
NR,"Newpark Resources, Inc.",Oil & Gas Equipment & Services,Energy,28.69,18.20,0.00,11.25,50.80,50.80,NYQ,7.46,"645,032,640",38.13,,1.33,,,,7.2935,YES
NRG,"NRG Energy, Inc.",Utilities - Independent Power Producers,Utilities,8.97,13.23,1.99,89.97,10.03,12.02,NYQ,81.765,"16,874,660,864",38.81,XLU,0.31,S&P 500,,,68.36265,YES
NSC,Norfolk Southern Corporation,Railroads,Industrials,31.97,18.43,2.17,262.96,4.12,6.29,NYQ,252.55,"57,100,546,048",26.04,XLI,0.24,S&P 500,,,238.39395,YES
NSIT,"Insight Enterprises, Inc.",Electronics & Computer Distribution,Technology,26.49,17.62,0.00,213.33,-0.08,-0.08,NMS,213.5,"6,957,153,792",33.5,,0.00,,,,192.5366,YES
NSP,"Insperity, Inc.",Staffing & Employment Services,Industrials,21.59,23.23,2.68,108.33,18.07,20.75,NYQ,91.75,"3,444,157,440",30.68,,0.68,,,,102.0763,NO
NSPR,"InspireMD, Inc.",Medical Devices,Healthcare,0.00,-3.70,0.00,4.5,71.10,71.10,NCM,2.63,"67,608,624",98.13,,0.72,,,,2.563,YES
NSSC,"Napco Security Technologies, Inc.",Security & Protection Services,Industrials,30.09,20.06,1.23,54.29,34.65,35.88,NMS,40.32,"1,486,779,776",50.83,,0.71,,,,43.7674,NO
NTAP,"NetApp, Inc.",Computer Hardware,Technology,23.58,15.87,1.74,132.17,9.70,11.44,NMS,120.48,"24,672,258,048",24.68,XLK,0.46,S&P 500,,,107.5898,YES
NTCT,"NetScout Systems, Inc.",Software - Infrastructure,Technology,0.00,9.61,0.00,27.58,31.62,31.62,NMS,20.955,"1,494,464,512",36.7,,0.86,,,,20.47715,YES
NTES,"NetEase, Inc.",Electronic Gaming & Multimedia,Communication Services,12.69,10.22,3.27,116.02,46.28,49.55,NMS,79.315,"51,386,281,984",34.58,,1.43,,,,95.70625,NO
NTGR,"NETGEAR, Inc.",Communication Equipment,Technology,0.00,-21.83,0.00,22,6.08,6.08,NMS,20.74,"594,796,224",48.15,,0.13,,,,14.7783,YES
NTRS,Northern Trust Corporation,Asset Management,Financial Services,12.65,13.00,3.32,90.54,-1.80,1.52,NMS,92.2,"18,591,023,104",28.99,,0.05,S&P 500,,,84.095,YES
